省份,科类,分数,百分位,位次,稳妥层次,分段数据源,有投档索引,冲刺院校,稳妥院校,保底院校,冲刺专业,稳妥专业,保底专业,问题数
宁夏,物理类,541,91.59,3826,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
宁夏,物理类,566,95.4,2105,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
宁夏,物理类,587,97.56,1123,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
宁夏,物理类,591,97.88,978,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
宁夏,物理类,600,98.46,710,211,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,0
宁夏,物理类,616,99.16,390,985,eol.cn,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
宁夏,物理类,619,99.3,332,985,eol.cn,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
宁夏,物理类,641,99.7,138,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,666,99.7,133,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,691,99.71,130,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,697,99.71,128,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,716,99.72,125,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,741,99.73,121,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,物理类,750,99.73,119,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
宁夏,历史类,314,0.42,21406,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,339,12.53,18834,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,364,25.8,15994,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,389,39.95,12977,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,414,53.28,10107,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,439,65.38,7503,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,464,75.33,5357,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,489,83.51,3593,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
宁夏,历史类,514,89.55,2279,一本,eol.cn,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
宁夏,历史类,539,93.91,1337,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
宁夏,历史类,564,97.07,649,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
宁夏,历史类,587,98.65,300,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
宁夏,历史类,589,98.76,277,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
宁夏,历史类,600,99.29,161,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
宁夏,历史类,614,99.63,83,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,619,99.64,79,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,639,99.64,77,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,664,99.65,75,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,689,99.67,71,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,697,99.68,70,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,714,99.68,69,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,739,99.7,66,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
宁夏,历史类,750,99.7,64,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,物理类,404,0.34,320779,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,429,9.86,290522,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,454,21.59,253143,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,479,35.24,209512,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,504,49.76,163008,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,529,63.09,119992,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
安徽,物理类,554,74.33,83675,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,579,83.53,53907,二本,eol.cn,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,587,86.03,45796,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,600,89.62,34165,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,604,90.61,30919,一本,eol.cn,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,619,93.97,20000,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,629,95.77,14117,双一流,eol.cn,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
安徽,物理类,654,98.8,4110,985,eol.cn,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,0
安徽,物理类,679,99.88,445,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
安徽,物理类,697,99.97,104,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
安徽,物理类,704,99.97,97,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
安徽,物理类,729,99.98,74,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
安徽,物理类,750,99.98,54,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
安徽,历史类,402,0.62,98869,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,427,16.37,83291,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,452,32.07,67797,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,477,47.26,52734,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,502,61.81,38311,专科,eol.cn,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,527,74.41,25757,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,552,84.29,15898,二本,eol.cn,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
安徽,历史类,577,91.68,8478,一本,eol.cn,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
安徽,历史类,587,93.81,6321,双一流,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,0
安徽,历史类,600,96.09,4024,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
安徽,历史类,602,96.39,3719,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
安徽,历史类,619,98.36,1720,211,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,0
安徽,历史类,627,98.97,1085,985,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,0
安徽,历史类,652,99.87,150,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,历史类,677,99.96,38,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,历史类,697,99.97,35,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,历史类,702,99.97,34,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,历史类,727,99.97,31,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
安徽,历史类,750,99.97,27,C9,eol.cn,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,0
山东,综合类,384,0.44,681127,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,409,11.75,604249,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,434,23.92,521645,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,459,37.09,432187,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,484,50.93,337954,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,509,64.19,247458,专科,eol.cn,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 业财数据应用与管理,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,534,75.98,166578,二本,eol.cn,False,,,,电子商务 | 口腔医学技术 | 学前教育 | 遥感科学与技术,护理学 | 康复治疗学 | 市场营销 | 土木工程,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,559,85.25,102692,一本,eol.cn,False,,,,护理学 | 电子商务 | 口腔医学技术 | 康复治疗学,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,584,91.8,57361,一本,eol.cn,False,,,,护理学 | 电子商务 | 口腔医学技术 | 康复治疗学,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,587,92.4,53166,一本,eol.cn,False,,,,护理学 | 电子商务 | 口腔医学技术 | 康复治疗学,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,600,94.67,37387,双一流,eol.cn,False,,,,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,609,95.94,28546,双一流,eol.cn,False,,,,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山东,综合类,619,97.11,20400,211,eol.cn,False,,,,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 保密管理 | 分子科学与工程,0
山东,综合类,634,98.4,11352,211,eol.cn,False,,,,新能源科学与工程 | 会计学 | 电子信息工程 | 电气工程及其自动化,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 保密管理 | 分子科学与工程,0
山东,综合类,659,99.57,3144,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山东,综合类,684,99.97,277,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山东,综合类,697,99.99,81,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山东,综合类,709,99.99,81,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山东,综合类,734,99.99,81,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山东,综合类,750,99.99,81,C9,eol.cn,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,0
山西,物理类,362,0.1,172056,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,387,3.71,165993,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,412,10.44,154668,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,437,21.3,136279,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,462,36.34,110658,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,487,54.16,80146,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
山西,物理类,512,72.1,49186,二本,model,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山西,物理类,537,87.56,22368,一本,model,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
山西,物理类,562,94.52,9658,双一流,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,1
山西,物理类,587,97.02,5256,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
山西,物理类,600,97.85,3794,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
山西,物理类,612,98.4,2822,211,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,1
山西,物理类,619,98.65,2388,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
山西,物理类,637,99.09,1600,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
山西,物理类,662,99.43,997,985,model,False,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术,集成电路设计与集成系统 | 人工智能 | 分子科学与工程 | 声学,,1
山西,物理类,687,99.62,651,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
山西,物理类,697,99.69,541,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
山西,物理类,712,99.78,390,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
山西,物理类,737,99.93,140,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
山西,物理类,750,100.0,10,C9,model,False,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,,,1
山西,历史类,362,0.1,77409,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,387,3.62,74757,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,412,10.24,69738,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,437,21.09,61482,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,462,36.26,49854,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,487,54.41,35870,专科,model,False,,,,,业财数据应用与管理 | 中兽医 | 中小企业创业与经营 | 中文,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,512,72.86,21561,二本,model,False,,,,电子商务 | 学前教育 | 中医康复学 | 卫生教育,护理学 | 康复治疗学 | 市场营销 | 物流管理,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,0
山西,历史类,537,88.84,9089,一本,model,False,,,,护理学 | 电子商务 | 康复治疗学 | 市场营销,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保密管理 | 保险学 | 公安管理学,0
山西,历史类,562,94.39,4453,双一流,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,法学 | 保密管理 | 保险学 | 公安管理学,1
山西,历史类,587,96.98,2397,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
山西,历史类,600,97.84,1713,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
山西,历史类,612,98.41,1261,211,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,法学 | 保险学 | 公安管理学 | 国内安全保卫,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,1
山西,历史类,619,98.67,1059,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
山西,历史类,637,99.12,698,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
山西,历史类,662,99.46,423,985,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,保密管理 | 创业管理 | 国际事务与国际关系 | 女性学,,1
山西,历史类,687,99.66,269,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
山西,历史类,697,99.72,219,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
山西,历史类,712,99.8,156,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
山西,历史类,737,99.94,56,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
山西,历史类,750,100.0,4,C9,model,False,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发,,,1
广东,物理类,378,0.1,374079,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,403,3.77,360714,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,428,10.72,335283,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,453,22.05,293595,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,478,37.47,236416,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,503,55.38,169656,专科,model,False,,,,,新能源汽车技术 | 计算机网络技术 | 大数据技术 | 丝绸技术,服装与服饰设计 | 集成电路设计与集成系统 | 临床医学 | 人工智能,0
广东,物理类,528,72.76,104347,二本,model,False,,,,口腔医学技术 | 遥感科学与技术 | 中医康复学 | 宝石及材料工艺学,护理学 | 康复治疗学 | 土木工程 | 临床药学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广东,物理类,553,86.99,50530,一本,model,False,,,,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,0
广东,物理类,578,95.77,16246,双一流,model,False,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程,1
